classeBonusMalus;puissanceFiscal;typeImmatriculation;energie;etatVehicule;Marque;Usage;typeIntermediaire;naturePolice;typePolice;Etat_Police;Nombre_Sinistre
6;10.0;TU;GASOIL;V;Groupe  Ford;Utilitaire;1;R;I;R;0
1;7.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;0;R;I;R;0
3;7.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;0;R;I;R;0
4;7.0;TU;GASOIL;V;Groupe  RENAULT-NISSAN-MITSUBISHI ;Utilitaire;0;R;I;V;0
1;17.0;TU;GASOIL;V;Groupe Travaux;Utilitaire;0;R;I;R;0
3;8.0;TU;GASOIL;V;Groupe IVECO-OM;Utilitaire;0;R;I;R;0
1;8.0;TU;GASOIL;V;Groupe IVECO-OM;Utilitaire;0;T;I;V;0
6;8.0;TU;GASOIL;V;Groupe Travaux;Utilitaire;0;R;I;V;1
6;9.0;TU;GASOIL;V;Groupe IVECO-OM;Utilitaire;0;R;I;R;1
6;10.0;TU;GASOIL;V;Groupe  RENAULT-NISSAN-MITSUBISHI ;Utilitaire;0;R;I;V;2
2;10.0;TU;GASOIL;V;Groupe Travaux;Utilitaire;0;R;I;R;1
2;10.0;TU;GASOIL;V;Groupe Japan-Corea-china;Utilitaire;0;R;I;V;1
2;10.0;TU;GASOIL;V;Groupe  RENAULT-NISSAN-MITSUBISHI ;Utilitaire;0;R;I;R;2
6;10.0;TU;GASOIL;V;Groupe Travaux;Utilitaire;0;R;I;R;0
1;7.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;0;R;I;R;0
4;7.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;0;R;I;R;1
2;6.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;0;R;I;R;1
3;7.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;0;R;I;V;0
3;10.0;TU;GASOIL;V;Groupe  RENAULT-NISSAN-MITSUBISHI ;Utilitaire;1;R;I;R;0
4;10.0;TU;GASOIL;V;Groupe  RENAULT-NISSAN-MITSUBISHI ;Utilitaire;0;R;I;R;0
3;12.0;TU;GASOIL;V;Groupe Fca;Utilitaire;0;T;I;V;0
5;12.0;TU;GASOIL;V;Groupe Fca;Utilitaire;0;R;I;V;0
1;6.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;0;R;I;R;0
4;10.0;TU;GASOIL;V;Groupe  RENAULT-NISSAN-MITSUBISHI ;Utilitaire;1;T;I;V;0
4;6.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;0;R;I;R;0
3;7.0;TU;GASOIL;V;Groupe  RENAULT-NISSAN-MITSUBISHI ;Utilitaire;0;R;I;R;0
4;5.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;0;R;I;R;1
1;8.0;TU;GASOIL;V;Groupe Travaux;Utilitaire;0;R;I;R;0
4;7.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;0;R;I;V;1
4;12.0;TU;GASOIL;V;Groupe IVECO-OM;Utilitaire;0;R;I;V;1
5;8.0;TU;GASOIL;V;Groupe IVECO-OM;Utilitaire;1;R;I;V;1
4;7.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;0;R;I;R;1
3;10.0;TU;GASOIL;V;Groupe  RENAULT-NISSAN-MITSUBISHI ;Utilitaire;0;R;I;V;0
5;8.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;0;R;I;V;1
4;8.0;TU;GASOIL;V;Groupe Travaux;Utilitaire;0;R;I;V;1
3;7.0;TU;GASOIL;V;Groupe  Daimler;Utilitaire;0;R;I;R;1
4;9.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;0;R;I;R;1
4;17.0;TU;GASOIL;V;Groupe Travaux;Utilitaire;0;R;I;V;1
7;11.0;TU;GASOIL;V;Groupe  Toyota;Utilitaire;0;R;I;V;1
5;7.0;TU;GASOIL;V;Groupe VOLKSWAGEN;Utilitaire;0;R;I;R;1
5;5.0;TU;GASOIL;V;Groupe Fca;Utilitaire;0;R;I;R;2
5;6.0;TU;GASOIL;V;Groupe  RENAULT-NISSAN-MITSUBISHI ;Utilitaire;1;R;I;V;0
5;10.0;TU;GASOIL;V;Groupe  Ford;Utilitaire;0;R;I;R;1
3;7.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;0;R;I;R;0
3;8.0;TU;GASOIL;V;Groupe IVECO-OM;Utilitaire;0;R;I;R;0
7;10.0;TU;GASOIL;V;Groupe  RENAULT-NISSAN-MITSUBISHI ;Utilitaire;0;R;I;V;1
3;9.0;TU;GASOIL;V;Groupe Travaux;Utilitaire;0;R;I;R;0
2;7.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;0;R;I;V;0
4;10.0;TU;GASOIL;V;Groupe  RENAULT-NISSAN-MITSUBISHI ;Utilitaire;1;R;I;V;1
1;12.0;TU;GASOIL;V;Groupe Travaux;Utilitaire;0;R;I;R;0
1;13.0;TU;GASOIL;V;Groupe  RENAULT-NISSAN-MITSUBISHI ;Utilitaire;0;R;I;R;0
2;8.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;0;T;I;V;0
3;12.0;TU;GASOIL;V;Groupe IVECO-OM;Utilitaire;0;R;I;R;0
5;7.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;0;R;I;V;1
3;6.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;0;T;I;V;1
3;7.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;0;T;I;V;0
1;7.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;0;R;I;R;0
3;12.0;TU;GASOIL;V;Groupe  Daimler;Utilitaire;0;R;I;R;0
4;8.0;TU;GASOIL;V;Groupe Travaux;Utilitaire;0;R;I;V;1
1;6.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;0;R;I;R;0
4;7.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;0;R;I;R;0
2;10.0;TU;GASOIL;V;Groupe  RENAULT-NISSAN-MITSUBISHI ;Utilitaire;0;R;I;R;0
3;7.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;0;R;I;V;1
6;5.0;TU;GASOIL;V;Groupe Fca;Utilitaire;0;R;I;V;1
2;10.0;TU;GASOIL;V;Groupe  RENAULT-NISSAN-MITSUBISHI ;Utilitaire;0;T;I;V;0
4;7.0;TU;GASOIL;V;Groupe Japan-Corea-china;Utilitaire;0;R;I;V;1
3;8.0;TU;GASOIL;V;Groupe Travaux;Utilitaire;0;R;I;R;0
5;10.0;TU;GASOIL;V;Groupe  RENAULT-NISSAN-MITSUBISHI ;Utilitaire;0;T;I;V;0
5;6.0;TU;GASOIL;V;Groupe  RENAULT-NISSAN-MITSUBISHI ;Utilitaire;0;R;I;R;0
3;6.0;TU;GASOIL;V;Groupe  RENAULT-NISSAN-MITSUBISHI ;Utilitaire;0;R;I;V;0
1;10.0;RS;GASOIL;V;Groupe Fca;Utilitaire;0;T;I;V;0
5;8.0;TU;GASOIL;V;Groupe Travaux;Utilitaire;0;R;I;V;0
1;10.0;TU;GASOIL;V;Groupe Travaux;Utilitaire;0;R;I;R;1
3;7.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;0;R;I;V;0
2;6.0;TU;GASOIL;V;Groupe  RENAULT-NISSAN-MITSUBISHI ;Utilitaire;0;R;I;R;1
3;10.0;TU;GASOIL;V;Groupe IVECO-OM;Utilitaire;0;R;I;R;0
2;7.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;0;R;I;V;1
5;8.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;0;R;I;V;1
4;7.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;0;R;I;R;0
5;17.0;TU;GASOIL;V;Groupe Travaux;Utilitaire;0;R;I;R;1
3;5.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;0;T;I;V;1
2;10.0;TU;GASOIL;V;Groupe IVECO-OM;Utilitaire;0;R;I;V;1
4;8.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;0;R;I;R;0
2;7.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;1;R;I;R;0
7;8.0;TU;GASOIL;V;Groupe Travaux;Utilitaire;0;R;I;V;3
6;7.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;0;R;I;R;1
3;10.0;TU;GASOIL;V;Groupe Travaux;Utilitaire;0;R;I;R;0
5;7.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;0;R;I;R;1
5;8.0;TU;GASOIL;V;Groupe Travaux;Utilitaire;0;R;I;V;1
3;6.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;0;R;I;V;0
6;7.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;0;R;I;V;2
6;17.0;TU;ESSENCE;V;Groupe Fca;Utilitaire;0;R;I;R;1
2;7.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;0;R;I;R;1
4;10.0;TU;GASOIL;V;Groupe  RENAULT-NISSAN-MITSUBISHI ;Utilitaire;0;R;I;R;1
1;8.0;TU;GASOIL;V;Groupe  RENAULT-NISSAN-MITSUBISHI ;Utilitaire;0;R;I;V;0
1;10.0;TU;GASOIL;V;Groupe Travaux;Utilitaire;0;R;I;R;0
7;12.0;TU;GASOIL;V;Groupe IVECO-OM;Utilitaire;0;R;I;V;1
3;8.0;TU;GASOIL;V;Groupe Travaux;Utilitaire;0;T;I;V;0
3;10.0;TU;GASOIL;V;Groupe Travaux;Utilitaire;0;T;I;V;0
3;10.0;TU;GASOIL;V;Groupe Travaux;Utilitaire;0;R;I;R;1
1;11.0;TU;GASOIL;V;Groupe  Remorque;Utilitaire;0;T;I;V;0
4;7.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;0;R;I;V;0
7;8.0;RS;GASOIL;V;Groupe  RENAULT-NISSAN-MITSUBISHI ;Utilitaire;0;R;I;V;0
4;5.0;TU;GASOIL;V;Groupe VOLKSWAGEN;Utilitaire;0;R;I;R;0
3;5.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;0;R;I;R;0
7;10.0;TU;GASOIL;V;Groupe  RENAULT-NISSAN-MITSUBISHI ;Utilitaire;0;R;I;V;0
3;9.0;TU;GASOIL;V;Groupe Travaux;Utilitaire;0;R;I;V;1
3;8.0;TU;GASOIL;V;Groupe Travaux;Utilitaire;0;R;I;R;0
1;7.0;TU;GASOIL;V;Groupe  RENAULT-NISSAN-MITSUBISHI ;Utilitaire;0;R;I;V;0
2;10.0;TU;GASOIL;V;Groupe Travaux;Utilitaire;0;R;I;R;1
2;8.0;RS;GASOIL;V;Groupe Travaux;Utilitaire;0;T;I;V;0
3;8.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;0;R;I;V;1
5;8.0;TU;GASOIL;V;Groupe IVECO-OM;Utilitaire;1;R;I;R;0
4;9.0;TU;GASOIL;V;Groupe Travaux;Utilitaire;0;R;I;V;0
5;7.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;0;R;I;R;0
2;8.0;TU;GASOIL;V;Groupe Travaux;Utilitaire;0;R;I;R;0
5;10.0;TU;GASOIL;V;Groupe Travaux;Utilitaire;0;R;I;R;0
6;8.0;TU;GASOIL;V;Groupe IVECO-OM;Utilitaire;0;R;I;R;0
1;7.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;0;R;I;R;0
3;5.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;0;R;I;R;0
1;10.0;TU;GASOIL;V;Groupe Travaux;Utilitaire;0;R;I;R;0
5;8.0;TU;GASOIL;V;Groupe  Toyota;Utilitaire;0;R;I;R;0
2;6.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;0;T;I;V;0
2;12.0;TU;GASOIL;V;Groupe IVECO-OM;Utilitaire;0;R;I;R;0
5;10.0;TU;GASOIL;V;Groupe  RENAULT-NISSAN-MITSUBISHI ;Utilitaire;1;R;I;V;1
3;8.0;TU;GASOIL;V;Groupe IVECO-OM;Utilitaire;0;R;I;V;1
5;6.0;TU;GASOIL;V;Groupe  RENAULT-NISSAN-MITSUBISHI ;Utilitaire;0;R;I;R;1
2;10.0;TU;GASOIL;V;Groupe  Ford;Utilitaire;0;R;I;R;1
7;5.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;0;R;I;R;1
2;5.0;TU;GASOIL;V;Groupe Fca;Utilitaire;0;R;I;V;0
2;5.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;0;R;I;R;1
3;8.0;TU;GASOIL;V;Groupe Japan-Corea-china;Utilitaire;0;R;I;R;0
3;7.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;0;T;I;V;0
3;6.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;0;R;I;R;0
2;10.0;TU;GASOIL;V;Groupe  Ford;Utilitaire;0;R;I;R;0
1;8.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;0;T;I;V;0
3;7.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;0;R;I;R;0
5;12.0;TU;GASOIL;V;Groupe Japan-Corea-china;Utilitaire;0;R;I;R;0
4;7.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;0;T;I;V;0
1;12.0;TU;GASOIL;V;Groupe Fca;Utilitaire;0;R;I;R;0
5;10.0;TU;GASOIL;V;Groupe Travaux;Utilitaire;0;R;I;V;0
1;10.0;TU;GASOIL;V;Groupe  RENAULT-NISSAN-MITSUBISHI ;Utilitaire;0;R;I;R;0
5;7.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;1;R;I;V;0
3;7.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;0;R;I;V;1
3;6.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;0;R;I;R;0
3;7.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;0;R;I;V;0
5;8.0;TU;GASOIL;V;Groupe Travaux;Utilitaire;0;R;I;V;1
3;5.0;TU;GASOIL;V;Groupe VOLKSWAGEN;Utilitaire;0;R;I;R;1
3;10.0;TU;GASOIL;V;Groupe  Ford;Utilitaire;0;R;I;R;2
3;10.0;TU;GASOIL;V;Groupe  RENAULT-NISSAN-MITSUBISHI ;Utilitaire;0;T;I;V;0
3;5.0;TU;GASOIL;V;Groupe Fca;Utilitaire;1;R;I;V;1
4;8.0;TU;GASOIL;V;Groupe IVECO-OM;Utilitaire;0;R;I;V;2
3;12.0;TU;GASOIL;V;Groupe IVECO-OM;Utilitaire;0;R;I;V;1
6;10.0;TU;GASOIL;V;Groupe IVECO-OM;Utilitaire;0;R;I;V;1
2;8.0;RS;GASOIL;V;Groupe  Toyota;Utilitaire;0;R;I;V;0
7;6.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;0;R;I;V;2
4;5.0;TU;GASOIL;V;Groupe Fca;Utilitaire;0;R;I;V;1
1;10.0;TU;GASOIL;V;Groupe Travaux;Utilitaire;0;R;I;V;0
5;10.0;TU;GASOIL;V;Groupe Antique;Utilitaire;0;R;I;R;0
2;8.0;TU;GASOIL;V;Groupe IVECO-OM;Utilitaire;0;R;I;R;0
5;9.0;TU;GASOIL;V;Groupe  Daimler;Utilitaire;0;R;I;R;0
4;5.0;TU;GASOIL;V;Groupe  RENAULT-NISSAN-MITSUBISHI ;Utilitaire;0;R;I;R;0
3;7.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;0;R;I;R;0
5;10.0;TU;GASOIL;V;Groupe  RENAULT-NISSAN-MITSUBISHI ;Utilitaire;0;R;I;R;0
3;10.0;TU;GASOIL;V;Groupe Travaux;Utilitaire;0;R;I;V;0
6;9.0;TU;GASOIL;V;Groupe IVECO-OM;Utilitaire;0;R;I;V;1
3;7.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;0;R;I;R;0
3;7.0;RS;GASOIL;V;Groupe  PSA;Utilitaire;0;R;I;R;0
4;6.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;0;R;I;V;0
3;6.0;TU;ESSENCE;V;Groupe Fca;Utilitaire;0;R;I;V;0
6;13.0;TU;GASOIL;V;Groupe  RENAULT-NISSAN-MITSUBISHI ;Utilitaire;0;R;I;V;0
3;7.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;1;R;I;V;0
3;10.0;TU;GASOIL;V;Groupe Travaux;Utilitaire;0;R;I;V;0
6;7.0;TU;GASOIL;V;Groupe Japan-Corea-china;Utilitaire;0;R;I;V;0
4;6.0;TU;GASOIL;V;Groupe  RENAULT-NISSAN-MITSUBISHI ;Utilitaire;0;R;I;V;0
5;5.0;TU;GASOIL;V;Groupe Fca;Utilitaire;0;R;I;V;0
4;8.0;TU;GASOIL;V;Groupe Travaux;Utilitaire;0;R;I;V;1
6;8.0;TU;ESSENCE;V;Groupe  PSA;Utilitaire;0;R;I;V;1
3;10.0;TU;GASOIL;V;Groupe IVECO-OM;Utilitaire;0;R;I;V;1
3;5.0;TU;GASOIL;V;Groupe Fca;Utilitaire;0;R;I;R;1
7;7.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;0;R;I;R;1
5;7.0;TU;GASOIL;V;Groupe Japan-Corea-china;Utilitaire;0;R;I;R;1
3;10.0;TU;GASOIL;V;Groupe  RENAULT-NISSAN-MITSUBISHI ;Utilitaire;0;R;F;V;0
5;9.0;TU;GASOIL;V;Groupe Fca;Utilitaire;0;R;I;V;1
4;8.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;0;T;I;V;0
7;9.0;TU;GASOIL;V;Groupe IVECO-OM;Utilitaire;0;R;I;R;1
4;8.0;TU;GASOIL;V;Groupe Japan-Corea-china;Utilitaire;0;R;I;V;1
4;8.0;TU;GASOIL;V;Groupe Travaux;Utilitaire;0;R;I;R;2
5;10.0;TU;GASOIL;V;Groupe IVECO-OM;Utilitaire;0;R;I;R;1
1;7.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;0;R;I;R;1
4;7.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;0;R;I;V;1
6;6.0;TU;GASOIL;V;Groupe  RENAULT-NISSAN-MITSUBISHI ;Utilitaire;0;R;I;V;2
4;6.0;TU;GASOIL;V;Groupe  RENAULT-NISSAN-MITSUBISHI ;Utilitaire;0;R;I;R;1
2;8.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;0;R;I;R;1
6;8.0;TU;GASOIL;V;Groupe VOLKSWAGEN;Utilitaire;0;R;I;R;1
6;7.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;0;R;I;V;0
4;8.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;0;R;I;R;1
2;12.0;TU;GASOIL;V;Groupe IVECO-OM;Utilitaire;0;R;I;V;1
1;7.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;0;T;I;V;0
3;5.0;TU;GASOIL;V;Groupe Fca;Utilitaire;0;R;I;V;0
4;6.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;0;R;I;V;1
3;6.0;TU;GASOIL;V;Groupe  RENAULT-NISSAN-MITSUBISHI ;Utilitaire;0;R;I;V;0
4;7.0;TU;GASOIL;V;Groupe TATA;Utilitaire;0;R;I;V;0
6;12.0;TU;GASOIL;V;Groupe Japan-Corea-china;Utilitaire;0;R;I;V;0
5;12.0;TU;GASOIL;V;Groupe Japan-Corea-china;Utilitaire;0;R;I;R;0
4;8.0;TU;GASOIL;V;Groupe IVECO-OM;Utilitaire;0;R;I;R;0
3;8.0;TU;GASOIL;V;Groupe VOLKSWAGEN;Utilitaire;0;R;I;R;0
4;10.0;TU;GASOIL;V;Groupe  RENAULT-NISSAN-MITSUBISHI ;Utilitaire;0;R;I;R;1
1;9.0;TU;GASOIL;V;Groupe  HYUNDAI-KIA;Utilitaire;0;T;I;V;0
3;12.0;TU;GASOIL;V;Groupe  Daimler;Utilitaire;0;R;I;V;1
2;7.0;TU;GASOIL;V;Groupe VOLKSWAGEN;Utilitaire;0;R;I;V;1
5;5.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;0;R;I;S;1
2;7.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;0;R;I;V;1
5;6.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;0;R;I;R;1
6;7.0;TU;GASOIL;V;Groupe  Daimler;Utilitaire;0;R;I;R;1
3;8.0;TU;GASOIL;V;Groupe IVECO-OM;Utilitaire;0;R;I;V;2
5;12.0;TU;GASOIL;V;Groupe  Ford;Utilitaire;0;R;I;V;1
2;10.0;TU;GASOIL;V;Groupe  RENAULT-NISSAN-MITSUBISHI ;Utilitaire;0;R;I;R;1
3;5.0;TU;GASOIL;V;Groupe Fca;Utilitaire;0;R;I;R;1
4;10.0;TU;GASOIL;V;Groupe  Ford;Utilitaire;0;R;I;R;2
1;8.0;TU;GASOIL;V;Groupe Travaux;Utilitaire;0;R;I;R;1
2;10.0;TU;GASOIL;V;Groupe  RENAULT-NISSAN-MITSUBISHI ;Utilitaire;0;R;I;R;1
1;8.0;TU;GASOIL;V;Groupe VOLKSWAGEN;Utilitaire;0;R;I;V;0
1;10.0;TU;GASOIL;V;Groupe Travaux;Utilitaire;1;R;I;R;0
4;9.0;TU;GASOIL;V;Groupe Travaux;Utilitaire;0;T;I;V;0
3;10.0;TU;GASOIL;V;Groupe  RENAULT-NISSAN-MITSUBISHI ;Utilitaire;0;T;I;V;0
1;9.0;TU;GASOIL;V;Groupe Travaux;Utilitaire;0;R;I;R;0
3;10.0;TU;GASOIL;V;Groupe  RENAULT-NISSAN-MITSUBISHI ;Utilitaire;0;T;I;V;0
4;8.0;TU;GASOIL;V;Groupe VOLKSWAGEN;Utilitaire;0;R;I;R;0
4;7.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;0;T;I;V;0
2;10.0;TU;GASOIL;V;Groupe Travaux;Utilitaire;0;R;I;R;0
3;11.0;TU;GASOIL;V;Groupe  Remorque;Utilitaire;0;R;I;R;1
1;12.0;TU;GASOIL;V;Groupe IVECO-OM;Utilitaire;0;T;I;V;0
1;9.0;TU;GASOIL;V;Groupe Travaux;Utilitaire;0;R;I;R;0
1;10.0;TU;GASOIL;V;Groupe Travaux;Utilitaire;0;R;I;R;0
6;9.0;TU;GASOIL;V;Groupe TATA;Utilitaire;0;R;I;R;0
4;12.0;TU;GASOIL;V;Groupe Fca;Utilitaire;0;R;I;R;0
1;7.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;0;R;I;V;1
3;7.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;0;T;I;V;0
1;10.0;TU;GASOIL;V;Groupe  RENAULT-NISSAN-MITSUBISHI ;Utilitaire;1;R;I;R;0
2;7.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;1;R;I;R;0
4;8.0;TU;GASOIL;V;Groupe IVECO-OM;Utilitaire;0;R;I;R;1
4;5.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;1;R;I;V;0
2;10.0;TU;GASOIL;V;Groupe  RENAULT-NISSAN-MITSUBISHI ;Utilitaire;0;R;I;R;0
3;8.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;0;R;I;V;0
3;10.0;TU;GASOIL;V;Groupe  RENAULT-NISSAN-MITSUBISHI ;Utilitaire;0;R;I;R;1
4;7.0;TU;GASOIL;V;Groupe  RENAULT-NISSAN-MITSUBISHI ;Utilitaire;0;R;I;V;1
2;10.0;TU;GASOIL;V;Groupe Travaux;Utilitaire;0;R;I;V;0
2;7.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;0;R;I;V;1
3;7.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;0;R;I;R;0
4;7.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;0;R;I;R;0
2;10.0;TU;GASOIL;V;Groupe Travaux;Utilitaire;0;R;I;V;0
3;8.0;TU;GASOIL;V;Groupe VOLKSWAGEN;Utilitaire;0;R;I;V;0
3;13.0;TU;GASOIL;V;Groupe  RENAULT-NISSAN-MITSUBISHI ;Utilitaire;0;R;I;R;0
4;6.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;0;R;I;R;0
5;5.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;0;R;I;V;1
6;7.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;0;R;I;R;1
3;5.0;TU;GASOIL;V;Groupe Fca;Utilitaire;0;R;I;R;0
3;6.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;0;R;I;V;0
2;12.0;TU;GASOIL;V;Groupe Fca;Utilitaire;0;R;I;V;1
1;8.0;TU;GASOIL;V;Groupe IVECO-OM;Utilitaire;0;R;I;V;0
2;8.0;TU;GASOIL;V;Groupe IVECO-OM;Utilitaire;0;R;I;V;1
6;7.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;0;R;I;V;0
4;10.0;TU;GASOIL;V;Groupe Travaux;Utilitaire;0;T;I;V;0
1;7.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;0;R;I;R;0
4;7.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;0;R;I;R;0
5;8.0;TU;GASOIL;V;Groupe IVECO-OM;Utilitaire;0;R;I;R;0
1;10.0;TU;GASOIL;V;Groupe Travaux;Utilitaire;0;T;I;V;0
4;5.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;0;R;I;V;0
4;10.0;TU;GASOIL;V;Groupe Japan-Corea-china;Utilitaire;0;R;I;R;0
5;10.0;TU;GASOIL;V;Groupe Japan-Corea-china;Utilitaire;0;R;I;R;0
6;10.0;TU;GASOIL;V;Groupe  RENAULT-NISSAN-MITSUBISHI ;Utilitaire;0;R;I;R;0
3;6.0;TU;ESSENCE;V;Groupe  RENAULT-NISSAN-MITSUBISHI ;Utilitaire;0;R;I;V;0
5;9.0;TU;GASOIL;V;Groupe Travaux;Utilitaire;0;R;I;V;0
3;6.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;0;T;I;V;0
2;7.0;TU;GASOIL;V;Groupe VOLKSWAGEN;Utilitaire;0;R;I;V;0
3;10.0;TU;GASOIL;V;Groupe Travaux;Utilitaire;0;R;I;V;1
3;5.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;0;R;I;V;0
2;6.0;TU;GASOIL;V;Groupe  RENAULT-NISSAN-MITSUBISHI ;Utilitaire;0;R;I;R;1
4;10.0;TU;GASOIL;V;Groupe  RENAULT-NISSAN-MITSUBISHI ;Utilitaire;0;R;I;R;0
5;7.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;0;R;I;R;0
7;8.0;TU;GASOIL;V;Groupe IVECO-OM;Utilitaire;0;R;I;V;1
7;12.0;TU;GASOIL;V;Groupe IVECO-OM;Utilitaire;0;R;I;V;1
3;8.0;TU;GASOIL;V;Groupe IVECO-OM;Utilitaire;0;R;I;V;1
3;8.0;TU;GASOIL;V;Groupe Travaux;Utilitaire;0;R;I;R;0
6;5.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;0;R;I;V;1
3;12.0;TU;GASOIL;V;Groupe Japan-Corea-china;Utilitaire;0;R;I;R;1
4;10.0;TU;GASOIL;V;Groupe Travaux;Utilitaire;0;R;I;R;0
5;8.0;TU;GASOIL;V;Groupe  RENAULT-NISSAN-MITSUBISHI ;Utilitaire;0;R;I;V;1
3;10.0;TU;GASOIL;V;Groupe  RENAULT-NISSAN-MITSUBISHI ;Utilitaire;0;R;I;V;0
1;7.0;TU;GASOIL;V;Groupe VOLKSWAGEN;Utilitaire;0;R;I;V;0
2;12.0;TU;GASOIL;V;Groupe IVECO-OM;Utilitaire;0;R;I;V;0
3;10.0;TU;GASOIL;V;Groupe IVECO-OM;Utilitaire;0;R;I;R;0
4;8.0;RS;GASOIL;V;Groupe IVECO-OM;Utilitaire;0;T;I;V;0
4;8.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;0;T;I;V;0
5;8.0;TU;GASOIL;V;Groupe  PSA;Utilitaire;0;R;I;R;0
